MPG,CYL,ENG,WGT
10.83745053848871,8,373.9593847338115,3627
8.0,4,416.48714861756343,4295
16.735552756631343,4,299.75749232470605,3095
8.0,4,461.55212151522267,4734
18.84811942770534,6,258.92018460640367,2762
16.34682498980097,6,313.1704325588966,3122
8.0,4,407.38099767177926,4240
27.886032820089795,8,204.5091365155968,1991
16.32914183466373,6,328.7952378110173,3298
28.423146182906212,6,197.0210390626718,2018
8.0,6,375.44872675916804,3936
26.099059048608492,4,186.26457338863335,1978
13.381115906228683,4,354.70782451651513,3396
8.132051174657768,4,397.81834375248764,3878
8.0,4,446.94889510402896,4665
8.717111224664771,4,370.78664610858453,3688
8.0,8,484.9277424674358,4699
10.566172648542878,8,344.8118943775726,3782
32.81154636714702,4,190.8672038475987,1800
12.379032694171944,6,333.0475248210831,3463
23.81844438294752,4,249.3119733718632,2379
8.0,8,442.4348168691497,4577
8.0,8,434.30235798670964,4704
8.0,6,439.3491512423368,4719
27.218095039135232,8,211.16169893322765,2102
8.0,4,410.59445003442966,4054
11.990286026282284,6,317.01366749791185,3351
23.183346889516375,4,253.1718491755475,2404
9.055278432390613,4,341.3695987546208,3746
8.0,6,431.7784040270537,4331
9.719642390194908,4,325.27967600475085,3495
8.0,8,424.2632778439568,4373
15.837025078812626,4,317.9479734263283,3170
25.831461423752632,6,238.79173269432096,2560
8.0,6,418.3088891154035,4260
13.948308137399161,6,328.6258561842888,3085
8.0,4,417.462162609537,4290
17.36028008710237,6,279.5138422413028,2628
8.0,6,466.30586290684766,4889
27.228224722191378,4,220.79608355830567,2102
8.0,8,470.23137241315806,4414
28.462178865865866,4,150.2671099974542,1997
25.043608150069183,6,231.06209489059046,2470
8.0,6,455.74144254361084,4442
27.162888124569537,4,195.13909227914016,1992
27.2022453292869,8,188.0229174674262,1806
23.330899843276107,6,251.7202962656836,2638
12.922812568444423,6,349.831795749458,3481
8.0,6,450.78645529215845,4539
18.60149193043552,4,331.7556412331962,3084
20.51240962404648,6,251.38841686602427,2463
8.0,8,445.75205324150403,4390
8.0,6,482.9624606775507,4912
26.603434191361494,6,206.54787551855014,2163
22.099237086465006,8,253.3488362436076,2620
30.478075741909038,6,177.38904284756595,1695
12.372095273848853,4,343.88031038359475,3523
10.280146294722698,4,341.4954971379283,3357
8.0,4,454.7080159729088,4132
8.0,8,405.22249406863386,3878
8.0,6,433.0795293566432,4396
13.426236770591464,4,351.8242784432789,3278
8.0,8,476.038492539569,4842
29.63765909564226,6,173.2375092964429,2140
22.654503430952033,8,245.73827378165194,2659
8.0,4,379.78416157948294,4172
22.396818544306168,4,271.26973031917385,2783
13.832623960213384,4,332.5683675837911,3322
8.0,8,524.9287462455056,4914
8.0,8,482.2385474752833,4757
15.490334959707805,4,337.51798942382277,3419
8.0,8,439.08811162366976,4225
8.19401617482951,4,388.67729381984236,4329
8.0,4,425.11229116217135,4204
11.20058460187693,6,335.1173038777394,3197
8.0,8,436.42827508440314,4660
8.0,4,452.1750808641386,4293
24.997790690483033,4,246.26992814988827,2395
19.94903995529602,8,256.794241721984,2651
12.801851267464153,6,336.9556373221257,3243
11.357225680304543,6,341.7138571560879,2963
9.52252110644335,4,361.7373251011699,3581
12.410020760441746,8,300.3644117260068,2954
11.398555252568796,6,317.11278200919514,3263
17.951673681753384,8,295.90311261070417,3129
10.723264500757418,8,380.40671633088493,3638
17.650998949478794,4,292.47832348182266,3096
8.0,6,491.6313247443879,4902
8.175234734481151,4,374.1468510646977,3837
8.0,6,499.1795965149279,4896
14.261608516327966,6,307.47324210573896,3008
18.969256659276404,6,320.75079888515796,3000
20.298740980006087,6,280.39967202290507,2906
8.0,6,422.6025012941326,4280
8.0,8,407.92472568435386,4275
22.569058875971212,4,248.31413479847777,2572
8.49122977010656,8,344.3460098608971,3368
17.04665661831345,6,303.33977233290705,2882
24.15919682818203,4,212.4566935164475,2309
13.258154060104506,6,325.29211840211326,3079
14.708161555423137,4,330.51275717609906,3034
28.45393815047534,8,233.06869806447403,2248
28.317889909975953,4,229.23591625116134,1917
8.0,4,474.1242160179286,4896
20.962820266023737,4,260.80690593377165,2857
29.464431122076284,4,192.72559502191444,2283
25.46022305433635,4,256.2208862297837,2263
9.886895083486289,6,372.88731312708114,3598
13.220711115499304,4,321.98830658179094,3231
17.07147800090736,4,315.0993725263964,3095
8.0,8,467.8902190540325,4904
19.248634460438637,4,322.51503959233656,2736
13.15812242138871,8,347.8844236395046,3453
17.669710636033777,6,314.18789589209786,3120
8.0,4,423.4153324779739,4089
28.360778899531937,8,225.92018463473428,2163
18.37031518510566,8,293.5776804855827,2891
8.0,6,462.5905108910938,4784
12.554156006684867,4,333.02936714271993,3236
8.0,4,497.5404899295007,4599
8.0,8,502.1084009230996,4752
21.82597736613171,4,261.66373253278795,2298
8.183444008322542,8,365.7756864713763,3760
32.73791020386993,4,140.30790359482842,1601
26.32311881290348,8,221.58426159800706,2241
8.452946063782298,4,387.81449824577396,3867
12.679408473651891,6,340.783830369419,3189
24.64975544519285,4,211.55070740570363,2454
15.80599039776311,4,366.4910063892123,3359
8.0,6,486.43984202842023,4896
8.0,4,394.66237860105167,4032
15.217111331596566,6,305.85791249479666,3261
21.61191932530229,4,242.20286656268462,2753
20.967865361498923,8,284.0634116792383,2676
11.504096902414782,8,332.16635934376814,3307
8.0,4,411.90078200517894,4377
11.712910624308437,4,303.5984245587277,3295
14.471230944500684,4,326.58430601419747,3333
16.196370354116084,8,337.2804305057879,3039
8.0,4,384.20817297272794,3894
27.86611647969817,8,213.43714093763788,2435
27.972211738081263,6,175.28513871828113,1802
8.0,8,480.04552860504657,4855
34.20379028006152,8,118.26226714116859,1722
30.14849147174212,6,198.91410266964377,2000
27.572789913124417,8,231.98130939582646,2366
27.5630251094487,4,203.22412729626836,1893
8.0,4,429.67912189890694,3927
8.0,8,475.63130059095516,4531
30.156634090673194,4,174.32222618890341,1797
8.0,8,440.7694818251666,4629
9.901285953576977,4,404.4671960649972,3530
8.0,4,441.0843686802898,4399
11.23815140753884,8,379.37858583825897,3791
28.4963077954049,4,220.31749825779994,2208
8.0,8,491.16169521535716,4872
20.71896747879876,4,271.8127917615211,2747
31.91572237944571,4,167.1267598623953,1786
8.0,6,488.7628211751922,4997
8.0,6,410.4449345956801,4111
11.866178035257658,8,328.5315045773247,3394
25.81273764069427,6,211.6430843464567,2259
8.0,8,443.22860455383795,4411
8.0,6,455.10045565158293,4602
8.649778347245096,4,385.5798597716538,3555
9.6443672296897,8,351.98060383213976,4050
10.552407906817386,8,318.73013703844924,2969
11.605446208246574,4,383.5217038499526,3586
14.119962674851948,8,271.93219535183704,3134
30.411805711274084,8,167.74624811839305,1746
8.0,6,474.4711826800842,4819
8.0,8,422.9497661056436,4511
16.42547026234791,4,317.8436662481825,3334
12.302173442842044,6,322.08848309068344,3443
25.972737320037808,6,243.84540886847248,2088
8.0,4,476.31356786294924,4576
10.533526559452083,4,381.3311018998832,3559
13.538971718077274,6,340.7334412808647,3263
8.0,8,397.21896457565543,4198
8.682053905174051,6,388.0095946744045,3985
8.0,4,461.6874912245584,4519
23.468964011572446,6,199.55744382216108,2240
11.008771247895783,4,354.4599686034478,3402
8.0,6,407.1934920368373,4120
12.816264291776578,8,349.4035838490081,3569
8.0,6,394.01919936406983,3798
15.4392212798771,6,312.6852662297208,3038
8.0,4,489.68067668361846,4969
17.420166163757433,4,346.586596067285,3234
31.362934232063008,4,164.57873344800208,1862
12.987147687437872,6,351.01871213888535,3387
9.766465650095295,8,390.9620251593677,3791
8.0,4,393.1090712137202,3993
24.70278268611647,4,228.82266044484237,2223
22.08241387821535,6,236.57772847229396,2616
21.652770461964966,4,266.480540384138,2480
9.9714576634233,8,361.20195727114026,3649
8.0,8,443.9455395896192,4544
16.857882545777713,4,313.68018451673777,2927
9.258623844973918,4,376.0131261891448,3901
28.675028136146395,6,177.03077407272883,2052
8.0,8,439.6674165295219,4708
14.784588679590144,8,290.4201990269128,2783
8.0,4,440.5914129500744,4662
8.722182769811619,6,400.69588363968734,3656
8.0,8,448.7614118423256,4904
8.0,8,510.92912736580075,4770
17.863731942358836,6,332.4203493440524,3282
8.0,6,444.3657377625922,4463
10.35628472028398,8,374.601618263821,3855
17.227052031396862,8,283.3827222870415,2754
29.230182512549984,6,199.54730595150303,2003
8.0,8,401.96603764033046,3799
8.0,4,372.38455297324083,3701
8.0,4,482.1060352292376,4791
13.726247410687158,6,322.32775575572293,3296
25.99481137008051,6,221.56108752557867,2227
27.386333692485447,6,224.75603537784121,2186
16.973532168601835,4,290.5966321468675,3248
18.176023232392865,8,277.3362915578858,3043
16.491657910909737,4,319.3652818804543,3045
35.902965732348605,8,173.71730876255884,1703
29.685745742285505,4,181.62033327294643,1853
8.0,8,490.16867866130787,4898
8.0,4,485.25163410723343,4783
8.0,6,404.9048063938128,4157
19.09636533652307,4,294.03390549195376,3096
32.403615188960686,8,173.71690510195364,1698
8.0,4,360.43254444769934,3800
14.534610308887718,4,356.56505511428946,3484
8.0,4,422.0483279152432,4561
10.86711529315242,6,372.4831127465129,3519
20.771850817548238,4,257.1519496482609,2477
28.308693572500136,6,198.82059468627753,1937
8.0,6,466.5538196789103,4469
8.0,4,516.7094888892516,4834
21.713471443452438,4,275.8874013003626,2556
18.724296769448937,4,293.58251537336713,3304
32.82664556976366,8,150.40846066528596,1760
14.90350530711438,4,307.80362844608646,3203
8.0,6,445.3218210042167,4448
29.89428195738016,4,210.0531804093825,1997
16.370528182879475,8,275.4851237369307,2900
24.443033375222633,4,245.23533528954155,2415
17.760728416975116,8,297.5923413529336,3127
11.30739079627196,8,339.66964394016105,3519
20.993074723471462,4,273.36677806303555,3015
20.285122072045848,6,257.3353350777819,2758
20.604837512559413,8,254.76630788767335,2818
28.62972960440959,4,180.48253494045335,2000
24.348516298555097,4,244.97283593215678,2239
8.0,6,451.4120222233612,4704
8.0,8,486.1476412967478,4335
30.046692225569053,8,215.7663580176178,2059
20.027241179668472,4,259.0967224738975,2554
26.116573081268598,4,189.73284439637573,2069
15.897909893383574,6,278.5061975881798,2645
8.0,6,428.18724347524454,4397
11.008810598539641,8,331.7401962929072,3293
10.188945782003945,8,419.7016907653759,3685
9.468694078409914,4,385.77880200550703,3877
23.692425983358877,8,239.18546652571354,2162
10.2730480358145,6,394.4364714974823,4085
14.609519464480146,6,339.2002301900608,3399
8.0,4,530.8160127127103,4954
8.0,6,354.8606588442447,3674
32.69443658718455,6,218.74897115993858,1825
8.0,6,508.95503870910954,4948
20.904669281980485,6,228.45066448211466,2397
8.171733124963755,4,405.74815478111043,3931
8.0,4,472.05108899253463,4526
23.997735674803835,8,268.33619924434396,2559
18.554042959995176,6,278.9955056021909,3104
29.34464585915544,8,190.65725648350264,2052
8.0,4,461.74962728897,4667
25.02729060867357,4,240.0113314179991,2415
25.103710750388068,4,238.21344195101358,2258
26.424701206970497,4,218.1540200186651,2146
20.245158102911056,4,254.79311282579798,2815
